original_sentence,processed_tokens
"Asliye Ticaret Mahkemesi'nin 30/03/2017 tarih ve 2015/276 Esas, 2017/190 Karar sayılı kararının KALDIRILMASINA, 3- Davanın REDDİNE, 4-Davalının kötüniyet tazminatı talebinin REDDİNE, B) İLK DERECE MAHKEMESİ YÖNÜNDEN 1-Alınması gereken 35,90 TL maktu karar ve ilam harcının peşin alınan 920,86-TL harctan mahsubu ile fazla yatırılan 884,96-TL harcın kararın kesinleşmesini takiben ve istek halinde davacı tarafa iadesine, 2-Davacı tarafından yapılan yargılama giderlerinin üzerinde bırakılmasına, 3-Davalı kendisini vekil ile temsil ettirdiğinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca 8.736,81-TL vekalet ücretinin davacıdan alınarak davalıya verilmesine, Davacı tarafından yatırılan gider avansından harcanmayan kısmın hüküm kesinleştiğinde ve istek halinde davacı tarafa iadesine, C) İSTİNAF İNCELEMESİ YÖNÜNDEN 1-Davacı tarafından yatırılan istinaf karar harcının hüküm kesinleştiğinde ve istek halinde davacı tarafa iadesine, 2-Davacı tarafından yapılan 85,70-TL istinaf kanun yoluna başvurma harcı, 39,80-TL tebligat ve posta gideri olmak üzere toplam 125,50-TL istinaf yargılama giderinin davalıdan alınarak davacı tarafa verilmesine, 3-İstinaf incelemesi sırasında duruşma açılmadığından vekalet ücreti taktirine yer olmadığına, Dosya üzerinde yapılan inceleme sonucunda, 6100 sayılı HMK'nın 361. maddesi gereğince kararın tebliğ tarihinden itibaren 2 hafta içerisinde Yargıtay'da temyiz yolu açık olmak üzere 26/09/2018 tarihinde oybirliği ile karar verildi.",asliye ticaret mahkeme tarih esas karmak sayılı karar Unk dava Redd davalı Unk tazminat talep Redd ilk derece mahkeme yön alınmak gerekmek maktu karmak ilâm harç peşin Unk Unk Unk fazla yatırmak harç kararmak kesin takiben istek hal davacı taraf iade davacı tarafından yapılanmak yargılamak gider üzerinde bırakmak davalı kendi Vekil temsil etmek karmak tarih yürürlük o avukat asgari ücret tarife uyarınca vekâlet ücret davacı Unk davalı Unk davacı tarafından yatırmak gitmek avans harcamak kısım hüküm kesin istek hal davacı taraf iade istinaf incelemek yön davacı tarafından yatırmak istinaf karmak harç hüküm kesin istek hal davacı taraf iade davacı tarafından yapılanmak istinaf Kanu yolunmak başvurmak harç tebligat post gider olmak üzere toplam istinaf yargılamak gider davalı Unk davacı taraf Unk istinaf incelemek sırasında duruşma açmak vekâlet ücret taktir yemek olmak dosya üzerinde yapılanmak incelmek sonuç sayılı Unk madde gereğince kararmak tebliğ tarih itibaren hafta içeri Yargıtay temyiz yol açık olmak üzere tarih oybirliği karmak Unk
"GEREĞİ GÖRÜŞÜLÜP DÜŞÜNÜLDÜ : Dava, kutulu pişmaniye üretimi nedeniyle sözlü eser sözleşmesi ilişkisinden kaynaklanan iş bedelinin tahsili için başlatılan ilamsız icra takibine yönelik itirazın iptali talebine ilişkin olup; mahkemece, ispatlanamayan davanın reddin dair verilen karar davacı vekilince istinaf edilmiştir.",gerek görüşmek düşünmek dav kutu pişmaniye üretim nedeniyle sözlü esmek sözleşme ilişki kaynaklanmak bedel tahsil başlamak ilâm icra takip yönelik itiraz iptal talep ilişkin Unk mahkeme ispatlamak dava Redd dair veri karmak davacı Vekil istinaf etmek
"Davacı şirket yüklenici, davalı firma iş sahibidir.",davacı şirket yüklemek davalı firma Sahib
"Davacı, davalı firma ile süregelen bir ticari ilişkilerinin olduğunu takip konusu alacağa ilişkin davalı tarafından verilen siparişin, siparişe uygun yer ve zamanda üretildiği halde davalı tarafça teslim alınmadığı gibi bedelinin de ödenmediğini belirterek 70.641,05-TL asıl alacak ve 5.602,72-TL işlemiş faiz olmak üzere toplam 76.243,77-TL cari hesap alacağının tahsili için giriştikleri icra takibine davalının haksız olarak itiraz ettiğinden bahisle itirazın iptali ve icra inkar tazminatı talebinde bulunmuştur.",davacı davalı firma süregelmek bir ticarî ilişki olmak takip konu alacak ilişkin davalı tarafından veri sipariş sipariş uygun yemek zaman üretmek hal davalı taraf teslim alınmak bedel Unk belirtmek asıl alacak işlemek faiz olmak üzere toplam cari hesap alacak tahsil girişmek icra takip davalı Hak Unk itiraz etmek Unk itiraz iptal icra inkâr tazminat talep bulunmak
"Davalı, iddiaların tümünü reddederek davacı tarafın sunduğu bilgi ve belgelerin önceki siparişle ilgili olduğunu ve onun da bedelinin ödendiğini belirterek, mahkemenin de yetkisine itirazla davanın reddini talep etmiştir.",davalı iddia tüm reddetmek davacı taraf sunmak bilgi Belge önce sipariş ilgili olmak onmak bedel Unk belirtmek mahkeme yetki itiraz dava Redd talep etmek
Davalı icra dosyasındaki itirazında da icra dairesinin yetkisine de itiraz etmiştir.,davalı icra dosya itiraz icra daire yetki itiraz etmek
"Davalı-borçlu hakkında, Körfez İcra Dairesi'nin ... Esas sayılı takip dosyası ile cari hesaba dayalı 70.641,05-TL asıl alacak, 5.602,72-TL işlemiş faiz olmak üzere toplam 76.243,77-TL'nin tahsili amacıyla ilamsız icra takibi yapıldığı ve borçlunun da yetkiye ve borca itiraz ettiği anlaşılmıştır.",Unk hakkında körfez icra daire esas sayılı takip dosya cari hesap dayalı asıl alacak işlemek faiz olmak üzere toplam Tl tahsil amaç ilâm icra takip yapmak borç yetki bor itiraz etmek anlaşmak
"Yargılama sırasında davacı şirket ticari defterleri bilirkişi tarafından incelenmiş ve 29/11/2016 tarihli bilirkişi raporunda, takip ve dava konusu edilen alacağa ilişkin proforma faturanın hangi siparişe ait olduğunun anlaşılmadığını, bir adet fatura bedelinin ödendiği, davacının defter kaydına göre 1.296,05-TL alacaklı olduğu belirtilmiştir.",yargılamak sırasında davacı şirket ticarî defter bilirkişi tarafından ince tarih bilirkişi rapor takip dav konu etmek alacak ilişkin proforma fatura hangi sipariş ait olmak anlaşmak bir âdet fatura bedel Unk davacı defter kayıt göre alacak olmak belirtmek
"Davacı vekili istinaf talebinde özetle; davalı siparişi üzerine, ürünlerin siparişe uygun şekil, yer ve zamanda hazırlanıp teslime hazır hale getirildiği halde, davalının teslim almadığını belirterek davaya konu takiple iş bedelinin talep edildiğini, davanın haksız olarak reddedildiğini, davalı lehine kötüniyet tazminatına hükmedilmesinin de hatalı olduğundan bahisle kararın bozulmasını talep etmiştir.",davacı Vekil istinaf talep özetlemek davalı sipariş üzerine ürün sipariş uygun şekil yemek zaman hazır teslim hazır hal getirmek hal davalı teslim almak belirtmek dava konu Unk bedel talep etmek dava Hak Unk reddetmek davalı Leh Unk tazminat hükmetmek hata olmak Unk kararmak bozulmak talep etmek
"Tüm dosya kapsamından, taraflar arasında sözlü eser sözleşmesi ilişkisi bulunduğu ihtilafsız olup, davacının davaya konu fatura nedeniyle alacaklı olduğunu usulüne uygun olarak yasal delillerle ispatlayamaması nedeniyle mahkemece davanın reddine dair verilen karar dosya kapsamı, usul ve yasaya uygun ise de; sözleşmenin varlığı, davacının alacaklı ve borçlu olup olmadığı hususu yargılamayla belirlenmiş olmasına göre davacının takip yapmasında kötüniyetli olduğundan söz edilemez.",dosya kapsam taraf ara sözlü esmek sözleşme ilişki bulunmak ihtilâf Unk davacı dava konu fatura nedeniyle alacak olmak usul uygun Unk yasal delil ispatlamak nedeniyle mahkeme dava Redd dair veri karmak dosya kapsam usul yasamak uygun sözleşme varlık davacı alacak borç Unk olmak husus yargılamak belirlemek olmak göre davacı takip yapmak Unk olmak söz etmek
Kaldı ki bu husus davalı tarafça da ispat edilmemiştir.,kalmak husus davalı taraf ispat etmek
"Açıklanan nedenlerle, davacı tarafın istinaf talebinin kısmen kabulü ile, mahkeme kararının kaldırılarak şartları bulunmadığından davalı lehine hükmedilen kötüniyet tazminatı talebinin reddine dair yeniden esas hakkında hüküm kurulması gerekmiştir.",açık neden davacı taraf istinaf talep kısmen kabul Mahke karar kaldırmak şart bulunmak davalı Leh hükmetmek Unk tazminat talep Redd dair yeniden esas hakkında hüküm kurmak gerekmek
"HÜKÜM: Gerekçesi açıklandığı üzere; A)1-Davacı vekilinin istinaf talebinin KISMEN KABULÜNE, 2-Kocaeli 1.",hüküm gerekçe açık üzere Unk Vekil istinaf talep Unk kabul Kocaeli
"Asliye Ticaret Mahkemesi'nin 30/03/2017 tarih ve 2015/276 Esas, 2017/190 Karar sayılı kararının KALDIRILMASINA, 3- Davanın REDDİNE, 4-Davalının kötüniyet tazminatı talebinin REDDİNE, B) İLK DERECE MAHKEMESİ YÖNÜNDEN 1-Alınması gereken 35,90 TL maktu karar ve ilam harcının peşin alınan 920,86-TL harctan mahsubu ile fazla yatırılan 884,96-TL harcın kararın kesinleşmesini takiben ve istek halinde davacı tarafa iadesine, 2-Davacı tarafından yapılan yargılama giderlerinin üzerinde bırakılmasına, 3-Davalı kendisini vekil ile temsil ettirdiğinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca 8.736,81-TL vekalet ücretinin davacıdan alınarak davalıya verilmesine, Davacı tarafından yatırılan gider avansından harcanmayan kısmın hüküm kesinleştiğinde ve istek halinde davacı tarafa iadesine, C) İSTİNAF İNCELEMESİ YÖNÜNDEN 1-Davacı tarafından yatırılan istinaf karar harcının hüküm kesinleştiğinde ve istek halinde davacı tarafa iadesine, 2-Davacı tarafından yapılan 85,70-TL istinaf kanun yoluna başvurma harcı, 39,80-TL tebligat ve posta gideri olmak üzere toplam 125,50-TL istinaf yargılama giderinin davalıdan alınarak davacı tarafa verilmesine, 3-İstinaf incelemesi sırasında duruşma açılmadığından vekalet ücreti taktirine yer olmadığına, Dosya üzerinde yapılan inceleme sonucunda, 6100 sayılı HMK'nın 361. maddesi gereğince kararın tebliğ tarihinden itibaren 2 hafta içerisinde Yargıtay'da temyiz yolu açık olmak üzere 26/09/2018 tarihinde oybirliği ile karar verildi.",asliye ticaret mahkeme tarih esas karmak sayılı karar Unk dava Redd davalı Unk tazminat talep Redd ilk derece mahkeme yön alınmak gerekmek maktu karmak ilâm harç peşin Unk Unk Unk fazla yatırmak harç kararmak kesin takiben istek hal davacı taraf iade davacı tarafından yapılanmak yargılamak gider üzerinde bırakmak davalı kendi Vekil temsil etmek karmak tarih yürürlük o avukat asgari ücret tarife uyarınca vekâlet ücret davacı Unk davalı Unk davacı tarafından yatırmak gitmek avans harcamak kısım hüküm kesin istek hal davacı taraf iade istinaf incelemek yön davacı tarafından yatırmak istinaf karmak harç hüküm kesin istek hal davacı taraf iade davacı tarafından yapılanmak istinaf Kanu yolunmak başvurmak harç tebligat post gider olmak üzere toplam istinaf yargılamak gider davalı Unk davacı taraf Unk istinaf incelemek sırasında duruşma açmak vekâlet ücret taktir yemek olmak dosya üzerinde yapılanmak incelmek sonuç sayılı Unk madde gereğince kararmak tebliğ tarih itibaren hafta içeri Yargıtay temyiz yol açık olmak üzere tarih oybirliği karmak Unk
"GEREĞİ DÜŞÜNÜLDÜ: Davacı vekili dava dilekçesinde; müvekkilinin, düzenleyeni ... olan, 20.12.2006 düzenleme tarihli ve 30.06.2007 vade tarihli 20.000,00 USD bedelli bononun meşru hamili olduğunu, bahse konu bononun vadesinde ödenmediğinden müvekkilinin davalıdan olan alacağının tahsili zımnında İstanbul ... İcra Müdürlüğünün ... E sayılı dosyası ile icra takibi başlatıldığını, davalının bonoya konu borcu ödemediği gibi icra takibine haksız olarak itiraz ettiğini ve takibin durmasına sebebiyet verdiğini iddia ederek davalı tarafından takibe yapılan itirazın iptaline, %20 icra inkar tazminatının davalıdan tahsiline karar verilmesi talep ve dava edilmiştir.",gerek düşünmek davacı Vekil dav dilekçe müvekkil düzenlemek o düzenlemek tarih vade tarih Usd bedel bono meşru Hamil olmak bahis konu bono vade Unk müvekkil davalı o alacak tahsil zımnında İstanbul icra müdür sayılı dosya icra takip başlamak davalı bono konu borç ödemek icra takip Hak Unk itiraz etmek takip durmak sebebiyet vermek iddia etmek davalı tarafından takip yapılanmak itiraz iptal icra inkâr tazminat davalı tahsil karmak Unk talep dav etmek
"Davalı vekili cevap dilekçesinde ; davacı tarafından toplamda 20.000,00 USD bedelli 1 adet kambiyo senedine dayanarak, kambiyo senedi niteliğine göre yasal takibe başlanılması gereken 3 yıllık zamanaşımı süresi geçmiş olduğu için İstanbul ... İcra Müdürlüğü’nün ... E sayılı dosyasında “ilamsız takip” başlatıldığını, gönderilen ödeme emrine karşı borca ve ferilerine müvekkili tarafından yapılan itiraz neticesinde takibin durdurulduğunu, davacı vekili tarafından haksız ve mesnetsiz bir şekilde huzurdaki itirazın iptali davası açıldığını, Türk Ticaret Kanunu madde 749’a göre; kambiyo senetlerinden doğan istemlerin, vadenin geldiği tarihten itibaren üç yıl geçmekle zamanaşımına uğrayacağını, dava konusu icra takibine mesnet tutulan bonoların da üç yıllık zamanaşımı süresinin geçtiğini ve kambiyo senedi vasfını yitirdiğini, gerek temel ilişkinin varlığını ve niteliğini, gerekse o ilişkiden doğan bir alacağın bulunduğunu ve alacak miktarını kanıtlama yükümlülüğünün davacı tarafa ait olduğunu, davaya konu edilen 30.06.2007 vade tarihli emre muharrer senette yazılı alacak için sebepsiz iktisap yolu ile süresinde dava açılması gerekirken böyle bir dava da ikame edilmediğini , bononun zamanaşımına uğradığı tarihin üzerinden de 1 yıllık süre geçtiğinden sebepsiz zenginleşme yönü ile de huzudaki davanın zamanaşımı nedeni ile reddi gerektiğini, borcu kabul anlamına gelmemekle birlikte, alacaklı tarafından müvekkillerine gönderilen ilamsız takibe dayalı ödeme emrinde 20.000,00 USD talep edildiğini, ancak bononun üzeri çizilerek USD yapıldığını, TL bedelli olan bonoda tahrifat yapıldığını ve müvekkilinin de tahrifat yapılan kısımda imzası bulunmadığını, bu hali ile TL alacağı olan senet üzerlerinde tahrifat yapılarak kötü niyetli olarak USD haline getirildiğini iddia ederek davanın reddine, %20 kötü niyet tazminatının davacıdan tahsiline karar verilmesi istenmiştir.",davalı Vekil cevap dilekçe davacı tarafından toplam Usd bedel âdet kambiyo senet dayanmak kambiyo senet nitelik göre yasal takip başlamak gerekmek yıllık zamanaşımı süre geçmiş olmak İstanbul icra müdür sayılı dosya ilâm takip başlamak göndermek ödemek emir karşı bor ferî müvekkil tarafından yapılanmak itiraz netice takip durdurmak davacı Vekil tarafından Hak mesnet bir şekil huzur itiraz iptal dava açmak Türk ticaret Kanu Mad göre kambiyo senet doğmak istem vade gelmek tarih itibaren yılmak geçmek zamanaşımı uğramak dav konu icra takip mesnet tutulmak bono yıllık zamanaşımı süre geçmek kambiyo senet vasıf yitirmek gerek temel ilişki varlık nitelik gerekse ilişki doğmak bir alacak bulunmak alacak miktar kanıtlamak yüküm davacı taraf ait olmak dava konu etmek vade tarih emir muharrer senet yazılı alacak sebep iktisap yol süre dav açmak gerekmek böyle bir dav ikame etmek bono zamanaşımı uğramak tarih Üzer yıllık sürmek geçmek sebep zengin yön Unk dava zamanaşımı neden Redd gerekmek borç kabul anlam gelmek birlikte alacak tarafından müvekkil göndermek ilâm takip dayalı ödemek emir Usd talep etmek ancak bono Üzer çizmek Usd yapmak bedel o bono tahrifat yapmak müvekkil tahrifat yapılanmak kısım imza bulunmak hal alacak o senet üzer tahrifat yapmak kötü niyet Unk Usd hal getirmek iddia etmek dava Redd kötü niyet tazminat davacı tahsil karmak Unk istemek
"Davaya konu İstanbul ... İcra Müdürlüğünün ...esas sayılı dosyasının incelenmesinde davacı alacaklının davalı borçlu ... ile dava dışı ... aleyhine 20/12/2006 tanzim ve 30/06/2007 vade tarihli 20.000 USD miktarlı bonoya dayanarak ilamsız takip başlattığı, borçlu davalının süresinde itiraz ettiği ""alacaklıya borcunun bulunmadığını, takibe, borca, ödeme emrine, işlemiş faize itiraz ettiğini, senedin senet hükmünde olmadığını,"" beyan ettiği , takip dayanağı senedin fotokopisinin incelenmesinde; senedin keşidecisinin davalı ..., lehdarının dava dışı borçlu ... olduğu, senedin ... tarafından davacı alacaklı ...'e ciro edildiği, ...'in de M....'na vekaleten ...'na cirolandığı, davacı alacaklının bonoda ciranta olduğu görülmüştür.",dava konu İstanbul icra müdür esas sayılı dosya ince davacı alacak davalı borç dav dış aleyh tanzim vade tarih Usd miktar bono dayanmak ilâm takip başlamak borç davalı süre itiraz etmek alacak borç bulunmak takip bor ödemek emir işlemek faiz itiraz etmek senet senet hüküm olmak beyan etmek takip dayanak senet fotokopi ince senet keşide davalı Lehdar dav dış borç olmak senet tarafından davacı alacak ciro etmek Unk vekâleten ciro davacı alacak bono ciranta olmak görmek
